panel_name	nando_id	gene_symbol_list
Peroxisomal disorder	NANDO:1200758	ABCD1 | ABCD3 | ACOX1 | AGPS | AGXT | AMACR | BCAP31 | CAT | DNM1L | EHHADH | FAR1 | GNPAT | HSD17B4 | MFF | PEX1 | PEX10 | PEX11B | PEX12 | PEX13 | PEX14 | PEX16 | PEX19 | PEX2 | PEX26 | PEX3 | PEX5 | PEX6 | PEX7 | PHYH | SCP2 | TRIM37
Peroxisome biogenesis disorders	NANDO:1200759	PEX1 | PEX10 | PEX11B | PEX12 | PEX13 | PEX14 | PEX16 | PEX19 | PEX2 | PEX26 | PEX3 | PEX5 | PEX6 | PEX7
Zellweger syndrome	NANDO:1200760	PEX1 | PEX10 | PEX11B | PEX12 | PEX13 | PEX14 | PEX16 | PEX19 | PEX2 | PEX26 | PEX3 | PEX5 | PEX6 | PEX7
Neonatal adrenoleukodystrophy	NANDO:1200761	
Infantile Refsum disease	NANDO:1200762	
Rhizomelic chondrodysplasia punctata type 1	NANDO:1200763	PEX7
Peroxisomal beta-oxidation enzyme deficiency	NANDO:1200764	ACOX1 | AMACR | EHHADH | HSD17B4 | SCP2
Peroxisomal acyl-CoA oxidase deficiency	NANDO:1200765	ACOX1
D-bifunctional protein deficiency	NANDO:1200766	EHHADH | HSD17B4
Sterol carrier protein 2 deficiency	NANDO:1200767	SCP2
Alpha-methylacyl-CoA racemase deficiency	NANDO:1200768	AMACR
Refsum disease	NANDO:1200769	PEX7 | PHYH
Plasmalogen biosynthesis enzyme deficiency	NANDO:1200770	AGPS | FAR1 | GNPAT | PEX5 | PEX7
Rhizomelic chondrodysplasia punctata type 2	NANDO:1200771	GNPAT
Rhizomelic chondrodysplasia punctata type 3	NANDO:1200772	AGPS
Primary hyperoxaluria type 1	NANDO:1200773	AGXT
Acatalasemia	NANDO:1200774	CAT
Hypoparathyroidism	NANDO:1200775	AIRE | CASR | GCM2 | GNA11 | GNAS | GNAS-AS1 | PTH | STX16
Pseudohypoparathyroidism	NANDO:1200776	GNAS | GNAS-AS1 | STX16
ACTH unresponsiveness	NANDO:1200777	
Vitamin D-resistant rickets/Vitamin D-resistant osteomalacia	NANDO:1200778	
Vitamin D-resistant rickets	NANDO:1200779	
Vitamin D-resistant osteomalacia	NANDO:1200780	
Vitamin D-dependent rickets / Osteomalacia	NANDO:1200781	CYP27B1 | CYP2R1 | CYP3A4 | VDR
Vitamin D-dependent rickets, type 1	NANDO:1200782	CYP27B1 | CYP2R1
Vitamin D-dependent rickets, type 2	NANDO:1200783	VDR
Phenylketonuria	NANDO:1200784	PAH
Phenylalanine hydroxylase deficiency	NANDO:1200785	
Tetrahydrobiopterin deficiency	NANDO:1200786	GCH1 | PCBD1 | PTS | QDPR
Tetrahydrobiopterin-responsive hyperphenylalaninemia	NANDO:1200787	PAH
Tyrosinemia type 1	NANDO:1200788	FAH
Tyrosinemia type 2	NANDO:1200789	TAT
Tyrosinemia type 3	NANDO:1200790	HPD
Maple syrup urine disease	NANDO:1200791	BCKDHA | BCKDHB | DBT | DLD | PPM1K
Propionic acidemia	NANDO:1200792	PCCA | PCCB
Methylmalonic acidemia	NANDO:1200793	ABCD4 | ACSF3 | CD320 | HCFC1 | LMBRD1 | MCEE | MMAA | MMAB | MMACHC | MMADHC | MMUT | PRDX1
Methylmalonyl-Coenzyme A mutase deficiency	NANDO:1200794	MMUT
Methylmalonic acidemia cblA type	NANDO:1200795	MMAA
Methylmalonic acidemia cblB type	NANDO:1200796	MMAB
Methylmalonic acidemia CblD type	NANDO:1200797	MMADHC
Isovaleric acidemia	NANDO:1200798	IVD
Glucose transporter 1 deficiency	NANDO:1200799	PRRT2 | SLC2A1
Glutaric acidemia type 1	NANDO:1200800	GCDH
Glutaric acidemia type 2	NANDO:1200801	ETFA | ETFB | ETFDH | FLAD1 | SLC25A32
Urea cycle disorder	NANDO:1200802	ARG1 | ASL | ASS1 | CA5A | CPS1 | GLUD1 | MCCC1 | NAGS | OTC | SLC25A13 | SLC25A15
Carbamoyl phosphate synthetase I deficiency	NANDO:1200803	CPS1
Ornithine transcarbamylase deficiency	NANDO:1200804	OTC
Classic citrullinemia	NANDO:1200805	ASS1
Argininosuccinic aciduria	NANDO:1200806	ASL
Argininemia	NANDO:1200807	ARG1
NAGS deficiency	NANDO:1200808	NAGS
Lysinuric protein intolerance	NANDO:1200809	SLC7A7
Hereditary folate malabsorption	NANDO:1200810	SLC46A1
Porphyria	NANDO:1200811	ALAD | ALAS2 | CLPX | CPOX | FECH | GATA1 | HFE | HMBS | PPOX | UROD | UROS
Acute intermittent porphyria	NANDO:1200812	HMBS
Hereditary coproporphyria	NANDO:1200813	CPOX
Variegate porphyria	NANDO:1200814	PPOX
Erythropoietic protoporphyria	NANDO:1200815	ALAS2 | CLPX | FECH
Porphyria cutanea tarda	NANDO:1200816	HFE | UROD
Congenital erythropoietic porphyria	NANDO:1200817	GATA1 | UROS
X-linked dominant protoporphyria	NANDO:1200818	ALAS2
Hepatoerythropoietic porphyria	NANDO:1200819	UROD
Multiple carboxylase deficiency	NANDO:1200820	BTD | HLCS
Holocarboxylase synthetase deficiency	NANDO:1200821	HLCS
Biotinidase deficiency	NANDO:1200822	BTD
Muscle glycogen storage disease	NANDO:1200823	
Glycogen storage diseases type 0	NANDO:1200824	GYS2
Glycogen storage diseases type II	NANDO:1200825	GAA
Glycogen storage diseases type III	NANDO:1200826	AGL
Glycogen storage diseases type IV	NANDO:1200827	GBE1
Glycogen storage diseases type V	NANDO:1200828	PYGM
Glycogen storage diseases type VII	NANDO:1200829	PFKM
Glycogen storage diseases type IXd	NANDO:1200830	PHKA1 | PHKG1
Phosphoglycerate kinase deficiency	NANDO:1200831	PGK1
Glycogen storage diseases type X	NANDO:1200832	PGAM2
Glycogen storage diseases type XI	NANDO:1200833	LDHA
Glycogen storage diseases type XII	NANDO:1200834	ALDOA
Glycogen storage diseases type XIII	NANDO:1200835	ENO3
Glycogen storage diseases type XIV	NANDO:1200836	PGM1
Glycogen storage diseases type XV	NANDO:1200837	GYG1
Hepatic glycogen storage disease	NANDO:1200838	
Hepatic glycogen storage disease type Ia	NANDO:1200840	
Hepatic glycogen storage disease type Ib	NANDO:1200841	SLC37A4
Hepatic GSD type IIIa	NANDO:1200842	
Hepatic GSD type IIIb	NANDO:1200843	
Hepatic GSD type IIIc	NANDO:1200844	
Hepatic GSD type IIId	NANDO:1200845	
Hepatic glycogen storage disease type VI	NANDO:1200846	PYGL
Hepatic glycogen storage disease type IXa	NANDO:1200847	PHKA2
Hepatic glycogen storage disease type IXb	NANDO:1200848	PHKB
Hepatic glycogen storage disease type IXc	NANDO:1200849	PHKG2
Hepatic glycogen storage disease type IV	NANDO:1200850	
Galactose-1-phosphate uridyltransferase deficiency	NANDO:1200851	GALT
Lecithin cholesterol acyltransferase deficiency	NANDO:1200852	LCAT
Sitosterolemia	NANDO:1200853	ABCG5 | ABCG8
Tangier disease	NANDO:1200854	ABCA1
Primary hyperchylomicronemia	NANDO:1200855	
Cerebrotendinous xanthomatosis	NANDO:1200856	CYP27A1
Abetalipoproteinemia	NANDO:1200857	MTTP
Lipodystrophy	NANDO:1200858	ADRA2A | AGPAT2 | AKT2 | BSCL2 | CAV1 | CAVIN1 | CIDEC | FOS | KCNJ6 | LIPE | LMNA | LMNB2 | MTX2 | PCYT1A | PIK3R1 | PLAAT3 | PLIN1 | POLR3A | PPARG | ZMPSTE24
Generalized congenital lipodystrophy	NANDO:1200859	AGPAT2 | BSCL2 | CAV1 | CAVIN1 | FOS | PCYT1A | PPARG
Acquired generalized lipodystrophy	NANDO:1200860	
Familial partial lipodystrophy	NANDO:1200861	ADRA2A | AKT2 | CIDEC | LIPE | LMNA | PLAAT3 | PLIN1 | PPARG
Acquired partial lipodystrophy	NANDO:1200862	LMNB2
Familial Mediterranean fever	NANDO:1200863	MEFV
Typical familial Mediterranean fever	NANDO:1200864	MEFV
Atypical familial Mediterranean fever	NANDO:1200865	
Hyper IgD syndrome	NANDO:1200866	
Nakajo-Nishimura syndrome	NANDO:1200867	POMP | PSMB10 | PSMB4 | PSMB8 | PSMB9 | PSMG2
Pyogenic arthritis, pyoderma gangrenosum, acne syndrome	NANDO:1200868	PSTPIP1
Chronic recurrent multifocal osteomyelitis	NANDO:1200869	IL1R1 | IL1RN | LPIN2
Ankylosing spondylitis	NANDO:1200870	
Fibrodysplasia ossificans progressiva	NANDO:1200871	ACVR1
Congenital scoliosis with rib anomalies	NANDO:1200872	
Osteogenesis imperfecta	NANDO:1200873	ANO5 | ATP6V0A2 | B4GALT7 | BMP1 | CALCR | CCDC134 | COL1A1 | COL1A2 | CREB3L1 | CRTAP | DKK1 | FKBP10 | GORAB | IFIH1 | IFITM5 | KDELR2 | LRP5 | MBTPS2 | MESD | NBAS | NHERF1 | P3H1 | P4HB | PDLIM4 | PHLDB1 | PLOD2 | PLS3 | POLR3A | PPIB | PYCR1 | RIGI | SEC24D | SERPINF1 | SERPINH1 | SGMS2 | SLC34A1 | SP7 | SPARC | TENT5A | TMEM38B | WNT1 | WNT3A | XYLT2
Thanatophoric dysplasia	NANDO:1200874	FGFR3
Thanatophoric dysplasia type 1	NANDO:1200875	FGFR3
Thanatophoric dysplasia type 2	NANDO:1200876	FGFR3
Achondroplasia	NANDO:1200877	FGFR3
Lymphangiomatosis / Gorham-Stout disease	NANDO:1200878	
Giant lymphatic malformation (cervicofacial lesion)	NANDO:1200881	
Giant venous malformation (cervical, oral and oropharyngeal diffuse lesion)	NANDO:1200882	
Huge arteriovenous malformation with cervicofacial or limb lesion	NANDO:1200883	
Klippel-Trenaunay-Weber syndrome	NANDO:1200884	AGGF1 | PIK3CA
Congenital dyserythropoietic anemia	NANDO:1200885	CDAN1 | CDIN1 | COX4I2 | GATA1 | KIF23 | KLF1 | RACGAP1 | SEC23B
Congenital dyserythropoietic anemia type I	NANDO:1200886	CDAN1 | CDIN1
Congenital dyserythropoietic anemia type II	NANDO:1200887	SEC23B
Congenital dyserythropoietic anemia type III	NANDO:1200888	KIF23 | RACGAP1
Acquired pure red cell aplasia	NANDO:1200889	
Diamond-Blackfan anemia	NANDO:1200890	ADA2 | GATA1 | HEATR3 | RPL11 | RPL15 | RPL18 | RPL26 | RPL27 | RPL31 | RPL35 | RPL35A | RPL5 | RPL8 | RPL9 | RPS10 | RPS15A | RPS17 | RPS19 | RPS20 | RPS24 | RPS26 | RPS27 | RPS28 | RPS29 | RPS7 | TSR2
Fanconi anemia	NANDO:1200891	BRCA1 | BRCA2 | BRIP1 | ERCC4 | FANCA | FANCB | FANCC | FANCD2 | FANCE | FANCF | FANCG | FANCI | FANCL | FANCM | MAD2L2 | PALB2 | POC1A | RAD51 | RAD51C | RFWD3 | SLX4 | UBE2T | XRCC2 | XRCC4
Hereditary sideroblastic anemia	NANDO:1200892	ABCB7 | ALAS2 | GLRX5 | HSCB | HSPA9 | PUS1 | SLC25A38 | STEAP3 | TRNT1 | YARS2
Epstein syndrome	NANDO:1200893	
Severe Epstein syndrome	NANDO:1200894	
Moderate Epstein syndrome	NANDO:1200895	
Autoimmune acquired coagulation factor deficiency	NANDO:1200896	
Autoimmune hemorrhaphilia XIII/13	NANDO:1200897	
Acquired hemophilia A	NANDO:1200898	
Acquired von Willebrand disease	NANDO:1200899	
Acquired factor V inhibitor	NANDO:1200900	
Cronkhite-Canada syndrome	NANDO:1200901	
Chronic nonspecific multiple ulcers of the small intestine	NANDO:1200902	
Hirschsprung disease	NANDO:1200903	ABCD1 | ATP7A | ECE1 | EDN3 | EDNRB | ERBB2 | ERBB3 | GDNF | NRTN | RET | SEMA3C | SEMA3D | SMO | SREBF1
Short-segment Hirschsprung's disease	NANDO:1200904	
Rectosigmoid Hirschsprung's disease	NANDO:1200905	
Long-segment Hirschsprung's disease	NANDO:1200906	
Entire colon Hirschsprung disease	NANDO:1200907	
Extensive aganglionosis Hirschsprung disease	NANDO:1200908	
Cloacal exstrophy	NANDO:1200909	
Persistent cloaca	NANDO:1200910	
Congenital diaphragmatic hernia	NANDO:1200911	ALDH1A2 | GATA6 | LONP1 | PLS3 | ZFPM2
Infantile giant hepatic hemangiomas	NANDO:1200912	
Biliary atresia	NANDO:1200913	
Type I biliary atresia	NANDO:1200914	
Type I cystic biliary atresia	NANDO:1200915	
Type II biliary atresia	NANDO:1200916	
Type III biliary atresia	NANDO:1200917	
Alagille syndrome	NANDO:1200918	JAG1 | NOTCH2
Typical Alagille syndrome	NANDO:1200919	
Atypical Alagille Syndrome	NANDO:1200920	
Hereditary pancreatitis	NANDO:1200921	CASR | CFTR | CLDN2 | CPA1 | CTRC | PRSS1 | PRSS2 | SPINK1
Cystic fibrosis	NANDO:1200922	CEACAM3 | CEACAM6 | CFTR | CLCA4 | DCTN4 | EDNRA | FCGR2A | GCLC | GSTM3 | HFE | HMOX1 | KCNN4 | MIF | SERPINA1 | SLC11A1 | SLC26A9 | SLC6A14 | SLC9A3 | STX1A | TGFB1
IgG4-related disease	NANDO:1200923	
IgG4-related disease	NANDO:1200924	
Autoimmune pancreatitis	NANDO:1200925	
Diffuse-type autoimmune pancreatitis	NANDO:1200926	
Focal-type autoimmune pancreatitis	NANDO:1200927	
IgG4-related sclerosing cholangitis	NANDO:1200928	
IgG4-related dacryoadenitis and sialadenitis	NANDO:1200929	
IgG4-related kidney disease	NANDO:1200930	
Macular dystrophy	NANDO:1200931	ABCA4 | ABCB6 | ATIC | BEST1 | CACNA2D4 | CDH3 | CFH | CFI | CHST6 | CLDN19 | CLEC3B | CNGB3 | CTNNA1 | CYP4V2 | EFEMP1 | ELOVL4 | FZD5 | GNAT2 | GUCA1A | IMPG1 | IMPG2 | KCNV2 | LCA5 | LRAT | MAPKAPK3 | OTX2 | PAX6 | PDE6C | PROM1 | PRPH2 | RCBTB1 | RDH5 | RHO | RLBP1 | RP1L1 | RPE65 | SALL2 | SAMD7 | SPATA7
Vitelliform macular dystrophy	NANDO:1200932	BEST1 | IMPG1 | IMPG2 | PRPH2
Stargardt disease	NANDO:1200933	ABCA4 | CNGB3 | ELOVL4 | LCA5 | LRAT | PROM1 | PRPH2 | RPE65 | SPATA7
Occult macular dystrophy	NANDO:1200934	RP1L1
Cone-rod dystrophy and cone dystrophy	NANDO:1200935	
Cone dystrophy	NANDO:1200936	CACNA2D4 | CNGB3 | GNAT2 | GUCA1A | KCNV2 | PDE6C
Cone-rod dystrophy	NANDO:1200937	ABCA4 | ADAM9 | AIPL1 | ATF6 | CACNA1F | CACNA2D4 | CDHR1 | CFAP410 | CFAP418 | CNGA3 | CRX | DRAM2 | GUCA1A | GUCY2D | NMNAT1 | OPN1LW | OPN1MW | PITPNM3 | POC1B | PROM1 | PRPH2 | RAB28 | RAX2 | RIMS1 | RLBP1 | RPGR | RPGRIP1 | SEMA4A | TLCD3B | TTLL5 | UNC119
X-linked juvenile retinoschisis	NANDO:1200938	RS1
Central areolar choroidal dystrophy	NANDO:1200939	GUCA1A | GUCY2D | PRPH2
Leber hereditary optic neuropathy	NANDO:1200940	ATP6 | COX3 | CYTB | DNAJC30 | ND1 | ND2 | ND4 | ND4L | ND5 | ND6 | NDUFS2
Usher syndrome	NANDO:1200941	ADGRV1 | ARSG | CDH23 | CEP78 | CIB2 | CLRN1 | ESPN | HARS1 | MYO7A | PCDH15 | PDZD7 | USH1C | USH1G | USH2A | WHRN
Usher syndrome type I	NANDO:1200942	CDH23 | CIB2 | ESPN | MYO7A | PCDH15 | USH1C | USH1G
Usher syndrome Type II	NANDO:1200943	ADGRV1 | MYO7A | PDZD7 | USH2A | WHRN
Usher syndrome Type III	NANDO:1200944	ARSG | CEP78 | CLRN1 | HARS1
Juvenile bilateral sensorineural hearing loss	NANDO:1200945	
Delayed endolymphatic hydrops	NANDO:1200946	
Eosinophilic sinusitis	NANDO:1200947	
Canavan disease	NANDO:1200948	ASPA
Progressive leukoencephalopathy	NANDO:1200949	
Megaloencephalic leukoencephalopathy with subcortical cysts	NANDO:1200950	HEPACAM | MLC1
Vanishing white matter disease	NANDO:1200951	
Leukoencephalopathy, progressive, with ovarian failure	NANDO:1200952	AARS2
Progressive myoclonus epilepsy	NANDO:1200953	CERS1 | CLN8 | CSTB | EPM2A | GOSR2 | KCNC1 | KCTD7 | LMNB2 | NHLRC1 | PRDM8 | PRICKLE1 | SCARB2 | SEMA6B | SERPINI1 | SLC7A6OS
Unverricht-Lundborg disease	NANDO:1200954	CSTB | PRICKLE1 | SCARB2
Lafora disease	NANDO:1200955	EPM2A | NHLRC1
Benign adult familial myoclonus epilepsy	NANDO:1200956	ADRA2B | CNTN2 | CTNND2 | MARCHF6 | SAMD12 | YEATS2
Congenital anomalies syndrome	NANDO:1200957	
Partial trisomy 1q	NANDO:1200958	
9q34 deletion syndrome	NANDO:1200959	EHMT1 | KMT2C
Cornelia de lange syndrome	NANDO:1200960	BRD4 | HDAC8 | NIPBL | RAD21 | SMC1A | SMC3
Smith-lemli-opitz syndrome	NANDO:1200961	DHCR7
Congenital tricuspid stenosis	NANDO:1200962	
Congenital mitral stenosis	NANDO:1200963	
Congenital pulmonary vein stenosis	NANDO:1200964	
Vascular sling	NANDO:1200965	
Nail-patella syndrome/LMX1B-associated nephropathy	NANDO:1200966	
Nail-patella syndrome	NANDO:1200967	LMX1B
LMX1B-associated nephropathy	NANDO:1200968	
Carnitine cycle disorders	NANDO:1200969	CPT1A | CPT2 | SLC22A5 | SLC25A20
Carnitine palmitoyltransferase I deficiency	NANDO:1200970	CPT1A
Carnitine palmitoyltransferase II deficiency	NANDO:1200971	CPT2
Carnitine-acylcarnitine translocase deficiency	NANDO:1200972	SLC25A20
Systemic primary carnitine deficiency	NANDO:1200973	SLC22A5
Trifunctional protein deficiency	NANDO:1200974	HADHA | HADHB
Trifunctional protein deficiency, lethal type	NANDO:1200975	
Trifunctional protein deficiency, intermediate type	NANDO:1200976	
Trifunctional protein deficiency, myopathic type	NANDO:1200977	
Citrin deficiency	NANDO:1200978	SLC25A13
Neonatal intrahepatic cholestasis caused by citrin deficiency	NANDO:1200979	SLC25A13
Adult-onset type II citrullinemia	NANDO:1200980	SLC25A13
Failure to thrive and dyslipidemia caused by citrin deficiency	NANDO:1200981	
Sepiapterin reductase deficiency	NANDO:1200982	SPR
Inherited glycosylphosphatidylinositol deficiency	NANDO:1200983	PIGM | PIGW
Nonketotic hyperglycinemia	NANDO:1200984	AMT | GCSH | GLDC | SLC6A9
Neonatal nonketotic hyperglycinemia	NANDO:1200985	AMT | GCSH | GLDC
Infantile nonketotic hyperglycinemia	NANDO:1200986	AMT | GCSH | GLDC | SLC6A9
Beta-ketothiolase deficiency	NANDO:1200987	ACAT1
Aromatic L-amino acid decarboxylase deficiency	NANDO:1200988	DDC
Methylglutaconic aciduria	NANDO:1200989	AUH | CLPB | DNAJC19 | HTRA2 | MICOS13 | OPA3 | SERAC1 | TAFAZZIN | TIMM50
3-methylglutaconic aciduria type I	NANDO:1200990	AUH
3-methylglutaconicaciduria type II	NANDO:1200991	TAFAZZIN
3-methylglutaconic aciduria type III	NANDO:1200992	MICOS13 | OPA3
Hereditary autoinflammatory syndrome	NANDO:1200993	
NLRC4 mutation	NANDO:1200994	NLRC4
Adenosine deaminase 2 deficiency	NANDO:1200995	ADA2
Aicardi-Goutières Syndrome	NANDO:1200996	ADAR | IFIH1 | LSM11 | RNASEH2A | RNASEH2B | RNASEH2C | RNU7-1 | SAMHD1 | TREX1
A20 haploinsufficiency	NANDO:1200997	
Osteopetrosis	NANDO:1200998	AMER1 | CA2 | CLCN7 | CSF1R | CTSK | FERMT3 | IKBKG | LEMD3 | LRP5 | LRRK1 | MAP2K1 | OSTM1 | PLEKHM1 | SLC29A3 | SLC4A2 | SNX10 | TCIRG1 | TNFRSF11A | TNFSF11
Idiopathic thrombosis (due to inherited predisposition to thrombosis) (neonates, infants)	NANDO:1200999	
Anterior segment dysgenesis	NANDO:1201000	ATOH7 | CPAMD8 | CYP1B1 | FOXC1 | FOXE3 | ITPR1 | PAX6 | PITX2 | PITX3 | PXDN
Aniridia	NANDO:1201001	ELP4 | FOXC1 | PAX6 | TRIM44 | WT1
Congenital tracheal stenosis/congenital subglottic stenosis	NANDO:1201002	
Congenital tracheal stenosis	NANDO:1201003	
Congenital subglottic stenosis	NANDO:1201004	
Idiopathic multicentric Castleman's disease	NANDO:1201005	
Gelatinous drop-like corneal dystrophy	NANDO:1201006	TACSTD2
Hutchinson-Gilford syndrome	NANDO:1201007	LMNA | ZMPSTE24
Limited form of granulomatosis with polyangiitis	NANDO:1201008	
Systemic granulomatosis with polyangiitis	NANDO:1201009	
Diffuse cutaneous systemic sclerosis	NANDO:1201010	CAV1 | CCN2 | CCR6 | HLA-DRB1 | IRF5
Limited cutaneous systemic sclerosis	NANDO:1201011	CAV1 | CCN2 | CCR6 | HLA-DRB1 | IRF5 | KIAA0319L
Monocyclic adult onset Still's disease	NANDO:1201012	
Polycyclic adult onset Still's disease	NANDO:1201013	
Chronic articular adult onset Still's disease	NANDO:1201014	
Vascular Behçet's Disease	NANDO:1201015	
Intestinal Behçet's Disease	NANDO:1201016	
Neuro-Behçet's Disease	NANDO:1201017	
Hepatic glycogen storage disease type I	NANDO:1201018	G6PC1 | SLC37A4
Hepatic glycogen storage disease type III	NANDO:1201019	
Hepatic glycogen storage disease type IX	NANDO:1201020	
Cystic fibrosis	NANDO:1201021	
Micro-deletion syndrome and other syndromes	NANDO:1201022	
Monophasic chronic inflammatory demyelinating polyneuropathy	NANDO:1201024	
Multifocal chronic inflammatory demyelinating polyneuropathy	NANDO:1201025	
Chronic progressive chronic inflammatory demyelinating polyneuropathy	NANDO:1201026	
Chronic progressive Neuro-Behçet's disease	NANDO:1201027	
Acute Neuro-Behçet's disease	NANDO:1201028	
Mesangial proliferative glomerulonephritis	NANDO:1201029	
Chronic diffuse membranoproliferative glomerulonephritis type I	NANDO:1201030	
Acute diffuse membranoproliferative glomerulonephritis type I	NANDO:1201031	
Cerebral creatine deficiency syndromes	NANDO:1201032	GAMT | GATM | SLC6A8
Arginine:glycine amidinotransferase deficiency	NANDO:1201033	GATM
Guanidinoacetate methyltransferase deficiency	NANDO:1201034	GAMT
Creatine transporter deficiency	NANDO:1201035	SLC6A8
Nephronophthisis	NANDO:1201036	ADAMTS9 | ANKS6 | CEP164 | CEP83 | DCDC2 | GLIS2 | INVS | MAPKBP1 | NEK8 | NPHP1 | NPHP3 | NPHP4 | SLC41A1 | TMEM67 | TTC21B | WDR19 | XPNPEP3 | ZNF423
Homozygous familial hypobetalipoproteinemia 1	NANDO:1201037	APOB
Homocystinuria	NANDO:1201038	ABCD4 | CBS | HCFC1 | LMBRD1 | MMACHC | MMADHC | MTHFR | MTR | MTRR | PRDX1
Homocystinuria type 1	NANDO:1201039	CBS
Homocystinuria type 2	NANDO:1201040	MMACHC | PRDX1
Homocystinuria type 3	NANDO:1201041	MTHFR
Progressive familial intrahepatic cholestasis	NANDO:1201042	ABCB11 | ABCB4 | ATP8B1 | KIF12 | MYO5B | NR1H4 | SEMA7A | SLC51A | TJP2 | USP53 | UTP4 | VPS33B | ZFYVE19
Progressive familial intrahepatic cholestasis type 1	NANDO:1201043	ATP8B1 | MYO5B
Progressive familial intrahepatic cholestasis type 2	NANDO:1201044	ABCB11
Progressive familial intrahepatic cholestasis type 3	NANDO:1201045	ABCB4
Progressive familial intrahepatic cholestasis type 4	NANDO:1201046	TJP2
Progressive familial intrahepatic cholestasis type 5	NANDO:1201047	NR1H4
Acquired factor X inhibitor	NANDO:1201048	
Senior-Loken syndrome	NANDO:1201049	CEP164 | CEP290 | INVS | IQCB1 | NPHP1 | NPHP3 | NPHP4 | SDCCAG8 | TRAF3IP1 | WDR19
COACH syndrome	NANDO:1201050	
Oral-facial-digital syndrome	NANDO:1201051	C2CD3 | CPLANE1 | DDX59 | FAM149B1 | IFT57 | INTU | KIAA0753 | KIF7 | NEK1 | OFD1 | PDE6D | RAB34 | SCNM1 | TCTN3 | TMEM107 | TMEM216 | TMEM231 | TOPORS
End-plate acetylcholine receptor deficiency	NANDO:1201052	
Slow-channel congenital myasthenic syndrome	NANDO:1201053	
Fast-channel congenital myasthenic syndrome	NANDO:1201054	
Sodium channel myasthenia	NANDO:1201055	
End-plate acetylcholine esterase deficiency	NANDO:1201056	COLQ
Congenital myasthenic syndrome with episodic apnoea	NANDO:1201057	CHAT
RAPADILINO syndrome	NANDO:1201058	RECQL4
Baller-Gerold syndrome	NANDO:1201059	RECQL4
Familial amyloid polyneuropathy type 1	NANDO:1201060	
Familial amyloid polyneuropathy type 2	NANDO:1201061	
Familial amyloid polyneuropathy type 3	NANDO:1201062	APOA1
Familial amyloid polyneuropathy type 4	NANDO:1201063	GSN
Kearns-Sayre syndrome	NANDO:1201064	RRM2B
Herlitz junctional epidermolysis bullosa	NANDO:1201065	LAMA3 | LAMB3 | LAMC2
Non-Herlitz junctional epidermolysis bullosa	NANDO:1201066	COL17A1 | ITGB4 | LAMA3 | LAMB3 | LAMC2
Agyria	NANDO:1201068	
Pachygyria	NANDO:1201069	
Subcortical band heterotopia	NANDO:1201070	DCX | EML1 | PAFAH1B1
Polymicrogyria	NANDO:1201071	ADGRG1 | FIG4 | GRIN1 | PI4KA | PTEN | SRPX2 | TUBB2B
Cobblestone brain malformation	NANDO:1201072	DAG1 | LAMB1
Schizencephaly	NANDO:1201073	COL4A1 | EMX2 | SHH | SIX3
Porencephaly	NANDO:1201074	COL4A1 | COL4A2 | COLGALT1
Pseudohypoparathyroidism type 1A	NANDO:1201075	GNAS
Pseudohypoparathyroidism type 1B	NANDO:1201076	GNAS | GNAS-AS1 | STX16
Pseudohypoparathyroidism type 1C	NANDO:1201077	GNAS
Pseudohypoparathyroidism type 2	NANDO:1201078	
Periventricular nodular heterotopia	NANDO:1201079	ARF1 | ARFGEF2 | ERMARD | FLNA | MAP1B | NEDD4L | TMTC3
Protein C deficiency	NANDO:1201080	PROC
Protein S deficiency	NANDO:1201081	PROS1
Antithrombin deficiency	NANDO:1201082	
Miller Dieker syndrome	NANDO:1201083	HIC1 | PAFAH1B1 | YWHAE
Muscle weakness group	NANDO:3000001	
Growth disorder, intellectual disability, and distinctive facial features	NANDO:3000002	
Intellectual disability/epilepsy group	NANDO:3000003	
Cardiomyopathy group (mainly adult onset)	NANDO:3000004	
Proteinuria group	NANDO:3000005	
Fever, inflammation, skin rash, bone and joint syndrome group	NANDO:3000006	
