NANDO	notification_number	disease_name_en	disease_name_synonym_en	disease_name_ja	disease_name_synonym_ja	Mondo
NANDO:1200681	196	[指定] Young-Simpson syndrome		[指定] ヤング・シンプソン症候群	Young-Simpson症候群	MONDO:0011365
NANDO:1200682	197	[指定] 1p36 deletion syndrome		[指定] １ｐ36欠失症候群		MONDO:0011929
NANDO:1200683	198	[指定] 4p deletion syndrome	4p-syndrome|Wolf-Hirschhorn syndrome	[指定] 4p欠失症候群	ウォルフ・ヒルシュホーン症候群	MONDO:0008684
NANDO:1200684	199	[指定] 5p deletion syndrome	5p-syndrome	[指定] 5p欠失症候群	5p-症候群	MONDO:0007404
NANDO:1200685	200	[指定] Paternal uniparental disomy of chromosome 14	No. 14 chromosome father disomy syndrome|Kagami-Ogata syndrome|Paternal uniparental disomy 14	[指定] 第14番染色体父親性ダイソミー症候群		MONDO:0011975
NANDO:1200686	201	[指定] Angelman syndrome		[指定] アンジェルマン症候群	Angelman症候群	MONDO:0007113
NANDO:1200687	202	[指定] Smith-Magenis syndrome		[指定] スミス・マギニス症候群	Smith-Magenis症候群	MONDO:0008434
NANDO:1200688	203	[指定] 22q11.2 deletion syndrome	Chromosome 22q11.2 deletion syndrome	[指定] 22q11.2欠失症候群		MONDO:0008564|MONDO:0008644|MONDO:0018923
NANDO:1200689	204	[指定] Emanuel syndrome		[指定] エマヌエル症候群		MONDO:0012176
NANDO:1200690	205	[指定] Fragile X syndrome related diseases	Fragile X-associated tremor/ataxia syndrome|Fragile X-associated disorders|Fragile X syndrome and associated disorders	[指定] 脆弱Ｘ症候群関連疾患		MONDO:0010382
NANDO:1200692	206	[指定] Fragile X syndrome		[指定] 脆弱X症候群		MONDO:0010383
NANDO:1200693	207	[指定] Truncus arteriosus communis		[指定] 総動脈幹遺残症		MONDO:0018072
NANDO:1200698	208	[指定] Corrected transposition of great arteries	Corrected transposition of the great arteries	[指定] 修正大血管転位症		MONDO:0019443
NANDO:1200699	209	[指定] Complete transposition of the great arteries	Complete TGA	[指定] 完全大血管転位症		MONDO:0016301
NANDO:1200704	210	[指定] Single ventricle	Univentricular heart	[指定] 単心室症		MONDO:0015451
NANDO:1200705	211	[指定] Hypoplastic left heart syndrome		[指定] 左心低形成症候群		MONDO:0004933
NANDO:1200706	212	[指定] Tricuspid atresia		[指定] 三尖弁閉鎖症		MONDO:0011514
NANDO:1200707	213	[指定] Pulmonary atresia with intact ventricular septum	Pulmonary atresia without ventricular septum defect	[指定] 心室中隔欠損を伴わない肺動脈閉鎖症		MONDO:0009931
NANDO:1200708	214	[指定] Pulmonary atresia with ventricular septal defect		[指定] 心室中隔欠損を伴う肺動脈閉鎖症	極型ファロー四徴症	MONDO:0008343
NANDO:1200709	215	[指定] Tetralogy of Fallot	Fallot's Tetralogy	[指定] ファロー四徴症		MONDO:0008542
NANDO:1200710	216	[指定] Double outlet right ventricle		[指定] 両大血管右室起始症		MONDO:0018089
NANDO:1200711	217	[指定] Ebstein's anomaly	Ebstein anomaly|Ebstein's malformation|Ebstein malformation	[指定] エプスタイン病	Ebstein病|Ebstein奇形	MONDO:0009144
NANDO:1200712	218	[指定] Alport's syndrome	Alport syndrome	[指定] アルポート症候群	Alport症候群	MONDO:0018965
NANDO:1200713	219	[指定] Galloway-Mowat syndrome		[指定] ギャロウェイ・モワト症候群	Galloway-Mowat症候群	MONDO:0009627
NANDO:1200714	220	[指定] Rapidly progressive glomerulonephritis	Crescentic glomerulonephritis	[指定] 急速進行性糸球体腎炎		MONDO:0001645|MONDO:0017236
NANDO:1200718	221	[指定] Goodpasture syndrome	Anti-glomerular basement membrane disease|Anti-GBM nephritis	[指定] 抗糸球体基底膜腎炎	グッドパスチャー症候群|Goodpasture症候群	MONDO:0009303
NANDO:1200719	222	[指定] Primary nephrotic syndrome		[指定] 一次性ネフローゼ症候群		MONDO:0018170
NANDO:1200725	223	[指定] Primary membranoproliferative glomerulonephritis	Primary MPGN	[指定] 一次性膜性増殖性糸球体腎炎		MONDO:0018904
NANDO:1200741	224	[指定] Henoch-Schonlein purpura nephritis	Henoch-Schönlein purpura nephritis|HSPN	[指定] 紫斑病性腎炎		MONDO:0006785
NANDO:1200742	225	[指定] Congenital nephrogenic diabetes insipidus	Nephrogenic diabetes insipidus	[指定] 先天性腎性尿崩症	遺伝性腎性尿崩症	MONDO:0016383
NANDO:1200743	226	[指定] Interstitial cystitis (Hunner type)	Interstitial cystitis|Interstitial cystitis with Hunner's ulcer	[指定] 間質性膀胱炎（ハンナ型）		MONDO:0018301
NANDO:1200744	227	[指定] Osler disease	Hereditary hemorrhagic telangiectasia|Hereditary haemorrhagic telangiectasia	[指定] オスラー病	遺伝性出血性末梢血管拡張症	MONDO:0019180
NANDO:1200745	228	[指定] Bronchiolitis obliterans	Obliterating bronchiolitis	[指定] 閉塞性細気管支炎		MONDO:0015265
NANDO:1200746	229	[指定] Pulmonary alveolar proteinosis	PAP	[指定] 肺胞蛋白症		MONDO:0001437|MONDO:0012580
NANDO:1200751	230	[指定] Alveolar hypoventilation syndrome	AHS	[指定] 肺胞低換気症候群		MONDO:0008346
NANDO:1200755	231	[指定] Alpha-1-antitrypsin deficiency	AATD|α-1-antitrypsin deficiency	[指定] α1-アンチトリプシン欠損症		MONDO:0013282
NANDO:1200756	232	[指定] Carney complex		[指定] カーニー複合	Carney複合	MONDO:0015285
NANDO:1200757	233	[指定] Wolfram syndrome		[指定] ウォルフラム症候群	Wolfram症候群	MONDO:0018105
NANDO:1200758	234	[指定] Peroxisomal disorder	Peroxisomal disease	[指定] ペルオキシソーム病		MONDO:0019053
NANDO:1200775	235	[指定] Hypoparathyroidism	Accessory thyroid hypergasia disease	[指定] 副甲状腺機能低下症		MONDO:0001220|MONDO:0015895
NANDO:1200776	236	[指定] Pseudohypoparathyroidism		[指定] 偽性副甲状腺機能低下症		MONDO:0019992
NANDO:1200777	237	[指定] ACTH unresponsiveness	Adrenocorticotropic hormone unresponsiveness|Adrenocorticotropic hormone insensitivity|Adrenocorticotropin unresponsiveness	[指定] 副腎皮質刺激ホルモン不応症	ACTH不応症	
NANDO:1200778	238	[指定] Vitamin D-resistant rickets/Vitamin D-resistant osteomalacia	Vitamin D Resistant Rickets / Osteomalacia	[指定] ビタミンＤ抵抗性くる病/骨軟化症	低リン血症性くる病・骨軟化症	MONDO:0024300
NANDO:1200781	239	[指定] Vitamin D-dependent rickets / Osteomalacia	Vitamin D-dependent osteomalacia	[指定] ビタミンＤ依存性くる病/骨軟化症		MONDO:0024299
NANDO:1200784	240	[指定] Phenylketonuria	PKU|Hyperphenylalaninemia|HPA	[指定] フェニルケトン尿症	高フェニルアラニン血症	MONDO:0009861
NANDO:1200788	241	[指定] Tyrosinemia type 1	Tyrosinaemia type 1	[指定] 高チロシン血症１型		MONDO:0010161
NANDO:1200789	242	[指定] Tyrosinemia type 2	Tyrosinaemia type 2	[指定] 高チロシン血症２型		MONDO:0010160
NANDO:1200790	243	[指定] Tyrosinemia type 3	Tyrosinaemia type 3	[指定] 高チロシン血症３型		MONDO:0010162
NANDO:1200791	244	[指定] Maple syrup urine disease	MSUD	[指定] メープルシロップ尿症		MONDO:0009563
NANDO:1200792	245	[指定] Propionic acidemia	Propionic acidaemia|PA	[指定] プロピオン酸血症		MONDO:0011628
NANDO:1200793	246	[指定] Methylmalonic acidemia	Methylmalonic acidaemia|MMA	[指定] メチルマロン酸血症		MONDO:0002012
NANDO:1200798	247	[指定] Isovaleric acidemia	Isovaleric acidaemia	[指定] イソ吉草酸血症		MONDO:0009475
NANDO:1200799	248	[指定] Glucose transporter 1 deficiency	GLUT-1 deficiency|GLUT-1 DS	[指定] グルコーストランスポーター1欠損症	GLUT1欠損症	MONDO:0000188|MONDO:0011724
NANDO:1200800	249	[指定] Glutaric acidemia type 1	Glutaric acidaemia type 1|Glutaryl-CoA dehydrogenase deficiency|GA1	[指定] グルタル酸血症１型		MONDO:0009281
NANDO:1200801	250	[指定] Glutaric acidemia type 2	Glutaric acidaemia type 2|Multiple acyl-CoA dehydrogenase deficiency|GA2	[指定] グルタル酸血症２型		MONDO:0009282
NANDO:1200802	251	[指定] Urea cycle disorder		[指定] 尿素サイクル異常症		MONDO:0004739
NANDO:1200809	252	[指定] Lysinuric protein intolerance		[指定] リジン尿性蛋白不耐症		MONDO:0009109
NANDO:1200810	253	[指定] Hereditary folate malabsorption	Congenital folate malabsorption	[指定] 先天性葉酸吸収不全症		MONDO:0009238
NANDO:1200811	254	[指定] Porphyria		[指定] ポルフィリン症		MONDO:0037939
NANDO:1200820	255	[指定] Multiple carboxylase deficiency		[指定] 複合カルボキシラーゼ欠損症		MONDO:0015454
NANDO:1200823	256	[指定] Muscle glycogen storage disease	Glycogen storage disease type VII|Skeletal muscle glycogenosis|Muscular glycogenosis	[指定] 筋型糖原病		MONDO:0009295|MONDO:0016118
NANDO:1200838	257	[指定] Hepatic glycogen storage disease	Hepatic glycogenosis	[指定] 肝型糖原病		MONDO:0002412|MONDO:0009414
NANDO:1200851	258	[指定] Galactose-1-phosphate uridyltransferase deficiency	Galactose-1-phosphate uridylyltransferase deficiency|Galactosemia type 1|GALT deficiency	[指定] ガラクトース-1-リン酸ウリジルトランスフェラーゼ欠損症	GALT欠損症|ガラクトース血症I 型	MONDO:0009258
NANDO:1200852	259	[指定] Lecithin cholesterol acyltransferase deficiency	LCAT deficiency	[指定] レシチンコレステロールアシルトランスフェラーゼ欠損症	LCAT欠損症	MONDO:0009515|MONDO:0018999
NANDO:1200853	260	[指定] Sitosterolemia	Sitosterolaemia	[指定] シトステロール血症		MONDO:0008863
NANDO:1200854	261	[指定] Tangier disease		[指定] タンジール病	Tangier病	MONDO:0008783
NANDO:1200855	262	[指定] Primary hyperchylomicronemia	Primary hyperchylomicronaemia	[指定] 原発性高カイロミクロン血症		
NANDO:1200856	263	[指定] Cerebrotendinous xanthomatosis	CTX	[指定] 脳腱黄色腫症	27-ヒドロキシラーゼ欠損症	MONDO:0008948
NANDO:1200857	264	[指定] Abetalipoproteinemia	Abetalipoproteinaemia	[指定] 無βリポタンパク血症	MTP欠損症	MONDO:0008692
NANDO:1200858	265	[指定] Lipodystrophy		[指定] 脂肪萎縮症	脂肪異栄養症	MONDO:0006573
NANDO:1200863	266	[指定] Familial Mediterranean fever	FMF	[指定] 家族性地中海熱		MONDO:0018088
NANDO:1200866	267	[指定] Hyper IgD syndrome	Hyperimmunoglobulinemia D and periodic fever syndrome|Mevalonate kinase deffiency|MKD|HIDS	[指定] 高IgD症候群	メバロン酸キナーゼ欠損症	MONDO:0009849|MONDO:0012481
NANDO:1200867	268	[指定] Nakajo-Nishimura syndrome	Autoinflammation, lipodystrophy, and dermatosis syndrome|CANDLE syndrome|Chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature syndrome|JMP syndrome|Joint contractures, muscle atrophy, microcytic anemia, and panniculitis induced lipodystrophy	[指定] 中條・西村症候群	脂肪異栄養症および発熱を伴う慢性非典型的好中球性皮膚疾患症候群|関節拘縮、筋委縮、小球性貧血、脂肪異栄養症誘因性脂肪織炎	MONDO:0009726
NANDO:1200868	269	[指定] Pyogenic arthritis, pyoderma gangrenosum, acne syndrome	PAPA syndrome|Pyogenic arthritis, pyoderma gangrenosum and acne syndrome	[指定] 化膿性無菌性関節炎・壊疽性膿皮症・アクネ症候群	PAPA症候群	MONDO:0011462
NANDO:1200869	270	[指定] Chronic recurrent multifocal osteomyelitis	CRMO	[指定] 慢性再発性多発性骨髄炎	CRMO	MONDO:0009813
NANDO:1200870	271	[指定] Ankylosing spondylitis	Spondylarthritis ankylopoietica	[指定] 強直性脊椎炎		MONDO:0005306
NANDO:1200871	272	[指定] Fibrodysplasia ossificans progressiva	FOP	[指定] 進行性骨化性線維異形成症	FOP	MONDO:0003964|MONDO:0007606
NANDO:1200872	273	[指定] Congenital scoliosis with rib anomalies	Congenital scoliosis with rib anomaly	[指定] 肋骨異常を伴う先天性側弯症		
NANDO:1200873	274	[指定] Osteogenesis imperfecta		[指定] 骨形成不全症		MONDO:0019019
NANDO:1200874	275	[指定] Thanatophoric dysplasia	TD	[指定] タナトフォリック骨異形成症		MONDO:0017042
NANDO:1200877	276	[指定] Achondroplasia		[指定] 軟骨無形成症		MONDO:0007037
NANDO:1200878	277	[指定] Lymphangiomatosis / Gorham-Stout disease	Lymphangiomatosis/Gorham disease	[指定] リンパ管腫症/ゴーハム病		MONDO:0003157|MONDO:0007414
NANDO:1200881	278	[指定] Giant lymphatic malformation (cervicofacial lesion)	Huge lymphatic malformation|Huge lymphatic malformation with cervicofacial lesion	[指定] 巨大リンパ管奇形（頚部顔面病変）		MONDO:0016233|MONDO:0019328
NANDO:1200882	279	[指定] Giant venous malformation (cervical, oral and oropharyngeal diffuse lesion)	Huge venous malformation|Huge venous malformation with cervical, oral and pharyngeal diffuse lesion	[指定] 巨大静脈奇形（頚部口腔咽頭びまん性病変）		
NANDO:1200883	280	[指定] Huge arteriovenous malformation with cervicofacial or limb lesion	gigantic arteriovenous malformation (cervicofacial/limb lesion)	[指定] 巨大動静脈奇形（頚部顔面又は四肢病変）		
NANDO:1200884	281	[指定] Klippel-Trenaunay-Weber syndrome	Klippel-Trénanay-Weber syndrome	[指定] クリッペル・トレノネー・ウェーバー症候群		MONDO:0007864
NANDO:1200885	282	[指定] Congenital dyserythropoietic anemia	Congenital dyserythropoietic anaemia|CDA	[指定] 先天性赤血球形成異常性貧血		MONDO:0019403
NANDO:1200889	283	[指定] Acquired pure red cell aplasia		[指定] 後天性赤芽球癆		MONDO:0020338
NANDO:1200890	284	[指定] Diamond-Blackfan anemia	Diamond-Blackfan anaemia|Congenital red cell aplasia	[指定] ダイアモンド・ブラックファン貧血	先天性赤芽球癆|Diamond-Blackfan貧血	MONDO:0015253
NANDO:1200891	285	[指定] Fanconi anemia	Fanconi anaemia	[指定] ファンコニ貧血		MONDO:0019391
NANDO:1200892	286	[指定] Hereditary sideroblastic anemia	Hereditary sideroblastic anaemia	[指定] 遺伝性鉄芽球性貧血		MONDO:0020099
NANDO:1200893	287	[指定] Epstein syndrome		[指定] エプスタイン症候群	Epstein症候群	MONDO:0007954
NANDO:1200896	288	[指定] Autoimmune acquired coagulation factor deficiency	AiCFD	[指定] 自己免疫性後天性凝固因子欠乏症		MONDO:0020599
NANDO:1200901	289	[指定] Cronkhite-Canada syndrome		[指定] クロンカイト・カナダ症候群	Cronkhite-Canada症候群	MONDO:0008283
NANDO:1200902	290	[指定] Chronic nonspecific multiple ulcers of the small intestine	Chronic enteropathy associated with SLCO2A1|CEAS	[指定] 非特異性多発性小腸潰瘍症		
NANDO:1200903	291	[指定] Hirschsprung disease	Hirschsprung Disease (Entire Colon type / Extensive type)|Hirschsprung's disease	[指定] ヒルシュスプルング病	Hirschsprung病	MONDO:0018309
NANDO:1200909	292	[指定] Cloacal exstrophy		[指定] 総排泄腔外反症		MONDO:0009774
NANDO:1200910	293	[指定] Persistent cloaca		[指定] 総排泄腔遺残		MONDO:0009774
NANDO:1200911	294	[指定] Congenital diaphragmatic hernia	CDH	[指定] 先天性横隔膜ヘルニア		MONDO:0005711
NANDO:1200912	295	[指定] Infantile giant hepatic hemangiomas	Infantile giant hepatic haemangiomas	[指定] 乳幼児肝巨大血管腫		
NANDO:1200913	296	[指定] Biliary atresia	BA	[指定] 胆道閉鎖症		MONDO:0008867|MONDO:0028737
NANDO:1200918	297	[指定] Alagille syndrome	AGS	[指定] アラジール症候群	Alagille症候群	MONDO:0007318
NANDO:1200921	298	[指定] Hereditary pancreatitis		[指定] 遺伝性膵炎		MONDO:0008185
NANDO:1200922	299	[指定] Cystic fibrosis	CF	[指定] 嚢胞性線維症		MONDO:0009061
NANDO:1200923	300	[指定] IgG4-related disease	IgG4-RD	[指定] IgG4関連疾患		MONDO:0017287
NANDO:1200931	301	[指定] Macular dystrophy		[指定] 黄斑ジストロフィー		MONDO:0020242
NANDO:1200940	302	[指定] Leber hereditary optic neuropathy	LHON	[指定] レーベル遺伝性視神経症	レーベル病	MONDO:0010788
NANDO:1200941	303	[指定] Usher syndrome		[指定] アッシャー症候群	Usher症候群	MONDO:0019501
NANDO:1200945	304	[指定] Juvenile bilateral sensorineural hearing loss	Juvenile-onset bilateral sensorineural hearing loss	[指定] 若年発症型両側性感音難聴		
NANDO:1200946	305	[指定] Delayed endolymphatic hydrops		[指定] 遅発性内リンパ水腫		
NANDO:1200947	306	[指定] Eosinophilic sinusitis		[指定] 好酸球性副鼻腔炎		
NANDO:1200948	307	[指定] Canavan disease		[指定] カナバン病		MONDO:0010079
NANDO:1200949	308	[指定] Progressive leukoencephalopathy	Leukoencephalopathy	[指定] 進行性白質脳症		
NANDO:1200953	309	[指定] Progressive myoclonus epilepsy	PME	[指定] 進行性ミオクローヌスてんかん		MONDO:0020074
NANDO:1200957	310	[指定] Congenital anomalies syndrome	Malformative syndrome|Congenital malformation syndrome	[指定] 先天異常症候群		MONDO:0000839
NANDO:1200962	311	[指定] Congenital tricuspid stenosis	Tricuspid atresia|Congenital tricuspid atresia|Congenital tricuspid valve stenosis	[指定] 先天性三尖弁狭窄症		MONDO:0011514|MONDO:0019813
NANDO:1200963	312	[指定] Congenital mitral stenosis	Mitral stenosis|Mitral valve stenosis|Congenital mitral valve stenosis	[指定] 先天性僧帽弁狭窄症		MONDO:0005852|MONDO:0020398
NANDO:1200964	313	[指定] Congenital pulmonary vein stenosis	Congenital pulmonary venous obstruction	[指定] 先天性肺静脈狭窄症		MONDO:0017864
NANDO:1200965	314	[指定] Vascular sling	PA sling|Pulmonary artery sling	[指定] 左肺動脈右肺動脈起始症		
NANDO:1200966	315	[指定] Nail-patella syndrome/LMX1B-associated nephropathy		[指定] ネイルパテラ症候群（爪膝蓋骨症候群）／ＬＭＸ１Ｂ関連腎症	Nail-patella症候群	
NANDO:1200969	316	[指定] Carnitine cycle disorders		[指定] カルニチン回路異常症		MONDO:0017716
NANDO:1200974	317	[指定] Trifunctional protein deficiency	mitochondrial trifunctional protein deficiency|TFP deficiency	[指定] 三頭酵素欠損症		MONDO:0012172
NANDO:1200978	318	[指定] Citrin deficiency		[指定] シトリン欠損症		MONDO:0016602
NANDO:1200982	319	[指定] Sepiapterin reductase deficiency	SRD	[指定] セピアプテリン還元酵素欠損症	ＳＲ欠損症	MONDO:0012994
NANDO:1200983	320	[指定] Inherited glycosylphosphatidylinositol deficiency	IGD	[指定] 先天性グリコシルホスファチジルイノシトール欠損症	先天性GPI欠損症	MONDO:0012465
NANDO:1200984	321	[指定] Nonketotic hyperglycinemia	Nonketotic hyperglycinaemia|NKH	[指定] 非ケトーシス型高グリシン血症		MONDO:0011612
NANDO:1200987	322	[指定] Beta-ketothiolase deficiency	β-ketothiolase deficiency	[指定] β-ケトチオラーゼ欠損症		MONDO:0008760
NANDO:1200988	323	[指定] Aromatic L-amino acid decarboxylase deficiency		[指定] 芳香族L－アミノ酸脱炭酸酵素欠損症		MONDO:0012084
NANDO:1200989	324	[指定] Methylglutaconic aciduria		[指定] メチルグルタコン酸尿症		MONDO:0017359
NANDO:1200993	325	[指定] Hereditary autoinflammatory syndrome	Hereditary autoinflammatory diseases	[指定] 遺伝性自己炎症疾患		
NANDO:1200998	326	[指定] Osteopetrosis		[指定] 大理石骨病		MONDO:0017198
NANDO:1200999	327	[指定] Idiopathic thrombosis (due to inherited predisposition to thrombosis) (neonates, infants)		[指定] 特発性血栓症		
NANDO:1201000	328	[指定] Anterior segment dysgenesis	ASGD1|ASD	[指定] 前眼部形成異常		MONDO:0019503
NANDO:1201001	329	[指定] Aniridia		[指定] 無虹彩症		MONDO:0019172
NANDO:1201002	330	[指定] Congenital tracheal stenosis/congenital subglottic stenosis		[指定] 先天性気管狭窄症／先天性声門下狭窄症		
NANDO:1201005	331	[指定] Idiopathic multicentric Castleman's disease		[指定] 特発性多中心性キャッスルマン病		
NANDO:1201006	332	[指定] Gelatinous drop-like corneal dystrophy	GDLD	[指定] 膠様滴状角膜ジストロフィー		MONDO:0008777
NANDO:1201007	333	[指定] Hutchinson-Gilford syndrome	Hutchinson-Gilford progeria syndrome|HGPS	[指定] ハッチンソン・ギルフォード症候群		MONDO:0008310
NANDO:1201032	334	[指定] Cerebral creatine deficiency syndromes	CCDSs	[指定] 脳クレアチン欠乏症候群		MONDO:0000456
NANDO:1201036	335	[指定] Nephronophthisis	NPH	[指定] ネフロン癆		MONDO:0009728|MONDO:0019005
NANDO:1201037	336	[指定] Homozygous familial hypobetalipoproteinemia 1		[指定] 家族性低βリポタンパク血症1（ホモ接合体）		MONDO:0014252
NANDO:1201038	337	[指定] Homocystinuria		[指定] ホモシスチン尿症		MONDO:0004737
NANDO:1201042	338	[指定] Progressive familial intrahepatic cholestasis	PFIC	[指定] 進行性家族性肝内胆汁うっ滞症		MONDO:0015762
NANDO:2200001	80	[小慢] B-cell precursor lymphoblastic leukemia	B-cell precursor lymphoblastic leukaemia	[小慢] 前駆B細胞急性リンパ性白血病		MONDO:0020511
NANDO:2200002	77	[小慢] Mature B-cell lymphoblastic leukemia	Mature B-cell acute lymphoblastic leukemia|Acute lymphoblastic leukemia|ALL	[小慢] 成熟B細胞急性リンパ性白血病	急性リンパ芽球性白血病	MONDO:0000872
NANDO:2200003	81	[小慢] T-cell lymphoblastic leukemia	T-cell lymphoblastic leukaemia|Acute lymphoblastic leukemia|ALL	[小慢] T細胞急性リンパ性白血病	急性リンパ芽球性白血病	MONDO:0004963
NANDO:2200004	71	[小慢] Acute myeloid leukemia with minimal differentiation	Acute myeloid leukaemia with minimal differentiation	[小慢] 急性骨髄性白血病、最未分化		MONDO:0005223
NANDO:2200005	79	[小慢] Acute myeloid leukemia without maturation	Acute myeloid leukaemia without maturation	[小慢] 成熟を伴わない急性骨髄性白血病		MONDO:0005224
NANDO:2200006	78	[小慢] Acute myeloid leukemia with maturation	Acute myeloid leukaemia with maturation	[小慢] 成熟を伴う急性骨髄性白血病		MONDO:0020320
NANDO:2200007	74	[小慢] Acute promyelocytic leukemia	Acute promyelocytic leukaemia	[小慢] 急性前骨髄球性白血病		MONDO:0012883
NANDO:2200008	72	[小慢] Acute monocytic leukemia	Acute monocytic leukaemia	[小慢] 急性骨髄単球性白血病		MONDO:0000875|MONDO:0007896
NANDO:2200009	75	[小慢] Acute monocytic leukemia	Acute monocytic leukaemia	[小慢] 急性単球性白血病		MONDO:0000875|MONDO:0007896
NANDO:2200010	73	[小慢] Acute erythremia	Acute erythraemia|Di Guglielmo's disease	[小慢] 急性赤白血病		MONDO:0017858
NANDO:2200011	70	[小慢] Acute megakaryoblastic leukemia	Acute megakaryoblastic leukaemia	[小慢] 急性巨核芽球性白血病		MONDO:0018872
NANDO:2200012	82	[小慢] NK cell leukemia	NK cell leukaemia	[小慢] NK細胞白血病	ナチュラルキラー細胞白血病	MONDO:0019470
NANDO:2200013	83	[小慢] Chronic myeloid leukemia	Chronic myeloid leukaemia|CML| Chronic myelogenous leukemia	[小慢] 慢性骨髄性白血病		MONDO:0011996
NANDO:2200014	84	[小慢] Chronic myelomonocytic leukemia	Chronic myelomonocytic leukaemia|CMML	[小慢] 慢性骨髄単球性白血病		MONDO:0011908|MONDO:0020311
NANDO:2200015	76	[小慢] Juvenile myelomonocytic leukemia	Juvenile myelomonocytic leukaemia|JMML	[小慢] 若年性骨髄単球性白血病	JMML	MONDO:0011908
NANDO:2200016	85	[小慢] Other leukemia	Other leukaemia	[小慢] 1から15までに掲げるもののほか、白血病		
NANDO:2200019	44	[小慢] Myelodysplastic syndrome	MDS	[小慢] 骨髄異形成症候群	MDS	MONDO:0018881|MONDO:0044873
NANDO:2200020	86	[小慢] Mature B-cell lymphoma	B-NHL	[小慢] 成熟B細胞リンパ腫	B-NHL	MONDO:0015759
NANDO:2200021	90	[小慢] Anaplastic large cell lymphoma	ALCL	[小慢] 未分化大細胞リンパ腫	ALCL	MONDO:0020325
NANDO:2200022	88	[小慢] Precursor B lymphoblastic lymphoma		[小慢] Bリンパ芽球性リンパ腫		MONDO:0020511
NANDO:2200023	87	[小慢] Precursor T lymphoblastic lymphoma		[小慢] Tリンパ芽球性リンパ腫		MONDO:0044917
NANDO:2200024	89	[小慢] Hodgkin lymphoma	HL	[小慢] ホジキンリンパ腫	Hodgkinリンパ腫	MONDO:0004952
NANDO:2200025	91	[小慢] Other malignant lymphomas		[小慢] 18から22までに掲げるもののほか、リンパ腫		
NANDO:2200031	46	[小慢] Langerhans cell histiocytosis	LCH	[小慢] ランゲルハンス細胞組織球症	Langerhans細胞組織球症	MONDO:0017025|MONDO:0017029|MONDO:0018310
NANDO:2200032	45	[小慢] Hemophagocytic lymphohistiocytosis	HLH|Haemophagocytic lymphohistiocytosis	[小慢] 血球貪食性リンパ組織球症	HLH	MONDO:0015540
NANDO:2200033	47	[小慢] Other histiocytosis		[小慢] 24及び25に掲げるもののほか、組織球症		
NANDO:2200040	20	[小慢] Neuroblastoma		[小慢] 神経芽腫		MONDO:0005072
NANDO:2200041	21	[小慢] Ganglioneuroblastoma		[小慢] 神経節芽腫		MONDO:0005035
NANDO:2200042	40	[小慢] Retinoblastoma		[小慢] 網膜芽細胞腫		MONDO:0008380
NANDO:2200043	5	[小慢] Wilms tumour	Nephroblastoma	[小慢] ウィルムス腫瘍／腎芽腫	Wilms腫瘍|腎芽腫	MONDO:0019004
NANDO:2200044	23	[小慢] Clear cell sarcoma of the kidney		[小慢] 腎明細胞肉腫		MONDO:0005006
NANDO:2200045	22	[小慢] Renal cell carcinoma		[小慢] 腎細胞癌		MONDO:0005086|MONDO:0005549
NANDO:2200046	9	[小慢] Hepatoblastoma		[小慢] 肝芽腫		MONDO:0018666
NANDO:2200047	10	[小慢] Hepatocellular carcinoma		[小慢] 肝細胞癌		MONDO:0007256
NANDO:2200048	15	[小慢] Osteosarcoma		[小慢] 骨肉腫		MONDO:0002623|MONDO:0009807
NANDO:2200049	14	[小慢] Osteochondromatosis		[小慢] 骨軟骨腫症		MONDO:0005508|MONDO:0008145
NANDO:2200050	32	[小慢] Chondrosarcoma		[小慢] 軟骨肉腫		MONDO:0008977
NANDO:2200051	31	[小慢] Chondroblastoma		[小慢] 軟骨芽細胞腫		MONDO:0004997
NANDO:2200052	3	[小慢] Malignancy in giant cell tumour of bone		[小慢] 悪性骨巨細胞腫		MONDO:0006287
NANDO:2200053	41	[小慢] Ewing's sarcoma	Ewing sarcoma	[小慢] ユーイング肉腫	Ewing肉腫	MONDO:0012817
NANDO:2200054	36	[小慢] Primitive neuroectodermal tumors		[小慢] 未分化神経外胚葉性腫瘍（末梢性のものに限る。）		MONDO:0018271
NANDO:2200056	6	[小慢] Rhabdomyosarcoma		[小慢] 横紋筋肉腫		MONDO:0005212
NANDO:2200057	4	[小慢] Malignant rhabdoid tumour		[小慢] 悪性ラブドイド腫瘍		MONDO:0002728
NANDO:2200058	37	[小慢] Undifferentiated sarcoma		[小慢] 未分化肉腫		MONDO:0005102
NANDO:2200059	26	[小慢] Desmoplastic small round cell tumors	DSRCT	[小慢] 線維形成性小円形細胞腫瘍		MONDO:0019373
NANDO:2200060	27	[小慢] Fibrosarcoma		[小慢] 線維肉腫		MONDO:0002676|MONDO:0002678|MONDO:0005164
NANDO:2200061	8	[小慢] Synovial sarcoma		[小慢] 滑膜肉腫		MONDO:0010434
NANDO:2200062	39	[小慢] Clear cell sarcoma		[小慢] 明細胞肉腫		MONDO:0002926
NANDO:2200063	35	[小慢] Alveolar soft part sarcoma		[小慢] 胞巣状軟部肉腫		MONDO:0011655
NANDO:2200064	34	[小慢] Leiomyosarcoma		[小慢] 平滑筋肉腫		MONDO:0005058
NANDO:2200065	17	[小慢] Liposarcoma		[小慢] 脂肪肉腫		MONDO:0003585|MONDO:0003587|MONDO:0005060
