id	label_en	synonym_en	label_ja	synonym_ja	OMIM	Orphanet
MONDO:0000380	paranasal sinus carcinoma	squamous cell carcinoma of paranasal sinus|paranasal sinus mucoepidermoid carcinoma|paranasal sinus adenocarcinoma|mucoepidermoid carcinoma of accessory sinus|paranasal sinus adenoid cystic carcinoma|paranasal sinus squamous cell carcinoma|adenoid cystic carcinoma of paranasal sinus|epidermoid carcinoma of the paranasal sinus|adenoid cystic carcinoma of accessory sinus|malignant neoplasm of paranasal sinus|paranasal sinus cancer|malignant paranasal sinus neoplasm|accessory sinus cancer|carcinoma of the paranasal sinus|paranasal sinus carcinoma|carcinoma of accessory sinus|carcinoma of the accessory sinus|carcinoma of paranasal sinus|accessory sinus carcinoma|cancer of paranasal sinus	副鼻腔癌	副鼻腔がん		
MONDO:0000381	infiltrating renal pelvis transitional cell carcinoma		浸潤性腎盂移行上皮癌	浸潤型腎盂移行上皮癌|腎盂浸潤性移行上皮癌|浸潤性腎盂移行上皮がん		
MONDO:0000382	respiratory system benign neoplasm	respiratory system benign neoplasm	呼吸器系良性腫瘍	呼吸器系の良性新生物		
MONDO:0000383	benign reproductive system neoplasm	benign reproductive system neoplasm|reproductive organ benign neoplasm	生殖器系良性腫瘍	生殖器系の良性新生物		
MONDO:0000384	bladder benign neoplasm	benign bladder neoplasm|benign neoplasm of bladder|benign tumor of the urinary bladder|urinary bladder benign neoplasm|benign neoplasm of the urinary bladder|benign urinary bladder tumour|benign tumour of the bladder|benign urinary bladder neoplasm|benign bladder tumour|benign tumor of bladder|benign tumour of bladder|benign urinary bladder tumor|benign neoplasm of urinary bladder|benign tumour of the urinary bladder|benign tumor of the bladder|benign tumour of urinary bladder|benign tumor of urinary bladder|benign neoplasm of the bladder|benign bladder tumor	膀胱良性腫瘍	膀胱の良性新生物		
MONDO:0000385	benign digestive system neoplasm	gastrointestinal system benign neoplasm|benign gastrointestinal tumour|benign GI neoplasm|benign digestive system tumor|benign tumor of digestive system|benign tumour of digestive system|benign tumor of gastrointestinal system|benign tumour of GI system|benign GI system tumor|benign gastrointestinal system tumor|benign tumour of gastrointestinal system|benign GI system tumour|benign tumour of the digestive system|benign tumour of the GI system|benign gastrointestinal neoplasm|benign GI tumour|benign GI system neoplasm|benign gastrointestinal tumor|benign neoplasm of digestive system|benign GI tumor|benign gastrointestinal system tumour|benign tumor of the GI system|benign neoplasm of gastrointestinal system|benign tumor of the digestive system|benign tumour of the gastrointestinal system|benign digestive system tumour|benign tumor of GI system|alimentary part of gastrointestinal system benign neoplasm|benign tumor of the gastrointestinal system|benign neoplasm of the digestive system	消化器系良性腫瘍	消化器系の良性新生物		
MONDO:0000386	"digestive system neuroendocrine tumor, grade 1/2"	malignant gastrointestinal neuroendocrine tumor|malignant gastrointestinal neuroendocrine tumour|GINET|gastrointestinal NET|gastrointestinal system neuroendocrine tumor|digestive system neuroendocrine tumor|gastrointestinal system neuroendocrine tumour|digestive system neuroendocrine tumour|gastroenteropancreatic neuroendocrine tumour|gastroenteropancreatic neuroendocrine tumor|gastrointestinal neuroendocrine tumours|digestive system well differentiated neuroendocrine tumor|digestive system NET|alimentary part of gastrointestinal system neuroendocrine tumor|gastrointestinal neuroendocrine tumour|gastroenteropancreatic NET|alimentary part of gastrointestinal system neuroendocrine tumour|digestive system well differentiated neuroendocrine tumour|gastrointestinal neuroendocrine tumor|gastrointestinal neuroendocrine tumors	"消化器系神経内分泌腫瘍, グレード1/2"			
MONDO:0000387	hypochromic microcytic anemia	hypochromic microcytic anemia|hypochromic microcytic anaemia (disease)|hypochromic microcytic anemia (disease)	低色素性小球性貧血			
MONDO:0000389	atelosteogenesis		骨不全発生症		OMIMPS:108720	
MONDO:0000390	vitelliform macular dystrophy	"macular dystrophy, vitelliform|vitelliform macular dystrophy"	卵黄様黄斑ジストロフィー	卵黄様黄斑変性症	OMIMPS:153840	
MONDO:0000393	partial fetal alcohol syndrome		部分的胎児性アルコール症候群	部分的胎児性アルコール症候群		
MONDO:0000395	alcohol-related birth defect	ARBD|alcohol related birth defect	アルコール関連出生時欠損	アルコール関連先天性欠損		
MONDO:0000396	spastic cerebral palsy	hypertonic cerebral palsy	痙性脳性麻痺			
MONDO:0000397	ataxic cerebral palsy		失調性脳性麻痺	失調型脳性麻痺		
MONDO:0000400	mixed cerebral palsy		混合型脳性麻痺	混合性脳性麻痺		
MONDO:0000402	small cell carcinoma	"small cell carcinoma - intermediate cell|small cell carcinoma, intermediate cell (morphologic abnormality)|small cell carcinoma, intermediate cell|intermediate cell small cell carcinoma|small cell carcinoma|small cell carcinoma (extrapulmonary)|small cell cancer|oat cell cancer|small cell neuroendocrine carcinoma|small cell car. (extrapulmonary)|small cell NEC|oat cell carcinoma"	小細胞癌	小細胞がん		
MONDO:0000405	anal canal cancer	malignant anal canal neoplasm|cancer of anal canal|anal canal cancer|malignant neoplasm of anal canal	肛門管癌	肛門管がん		
MONDO:0000407	malignant pleural solitary fibrous tumor	"pleural solitary fibrous tumor, malignant"	悪性胸膜孤立性線維性腫瘍	悪性胸膜孤在性線維性腫瘍|悪性孤在性胸膜線維腫		
MONDO:0000408	fetal alcohol spectrum disorder	"alcohol related birth defects|birth defects, alcohol-related|FASD|foetal alcohol syndrome (FAS) - type|FASDs|syndrome, foetal alcohol|alcohol related neurodevelopmental disorder|partial foetal alcohol syndrome|growth retardation, facial abnormalities, and central nervous system dysfunction|fetal alcohol syndrome (FAS) - type|syndrome, fetal alcohol|alcohol-related birth defects|alcohol-related neurodevelopmental disorder (ARND) - type|foetal alcohol syndrome|fetal alcohol syndrome|FAE (fetal alcohol effects)|FAEs (fetal alcohol effects)|partial fetal alcohol syndrome|alcohol-related birth defects (ARBD) - type|foetal alcohol spectrum disorders|fetal alcohol spectrum disorders"	胎児性アルコールスペクトラム障害			
MONDO:0000409	chorioamnionitis	intra-amniotic infection|inflammation of fetal membrane|inflammation of foetal membrane|fetal membrane inflammation|foetal membrane inflammation	絨毛羊膜炎			
MONDO:0000410	funisitis		臍帯炎			
MONDO:0000411	electroclinical syndrome	electro-clinical syndrome	脳波・臨床症候群			
MONDO:0000412	neonatal period electroclinical syndrome		新生児期脳波・臨床症候群			
MONDO:0000413	infancy electroclinical syndrome		乳児期脳波・臨床症候群			
MONDO:0000414	childhood electroclinical syndrome	electroclinical syndrome of childhood|paediatric electroclinical syndrome|pediatric electroclinical syndrome	小児期脳波・臨床症候群			
MONDO:0000415	adolescence-adult electroclinical syndrome		青年期・成人期脳波・臨床症候群			
MONDO:0000417	early onset absence epilepsy		早期発症欠神てんかん	早期発症アブセンスてんかん|早発性欠神てんかん|早発型欠神てんかん|早発欠神てんかん		
MONDO:0000421	inborn serine deficiency	rare inborn error of L-serine biosynthetic process|inborn L-serine biosynthetic process disorder|inborn error of L-serine biosynthetic process	先天性セリン欠乏症			
MONDO:0000424	inborn vitamin B12 deficiency	cobalamin deficiency|hypocobalaminemia|inborn vitamin B12 deficiency (disease)|inborn error of cobalamin metabolic process|inborn cobalamin metabolic process disorder|rare inborn error of cobalamin metabolic process	先天性ビタミンB12欠乏症			
MONDO:0000425	X-linked disease	"diseases, X-linked genetic|genetic disease, X-linked|genetic diseases, X chromosome linked|X-linked genetic diseases|disease, X-linked genetic|genetic diseases, X-chromosome linked|genetic diseases, X linked|X linked genetic diseases|X-linked genetic disease|X-linked inherited disorder|X-linked disease or disorder|X-linked inherited disease|disease, X-linked|X-linked hereditary disease|X-linked hereditary disorder|disease or disorder, X-linked"	X連鎖性疾患			
MONDO:0000426	autosomal dominant disease	"disease, autosomal dominant|autosomal dominant hereditary disorder|disease or disorder, autosomal dominant|autosomal dominant disease or disorder|autosomal dominant inherited disorder"	常染色体優性遺伝疾患	常染色体優性遺伝病|常染色体性優性遺伝病|常染色体性優性遺伝疾患		
MONDO:0000428	Y-linked disease	"genetic disease, Y-linked|diseases, Y-linked genetic|Y linked genetic diseases|disease, Y-linked genetic|genetic diseases, Y chromosome linked|genetic diseases, Y linked|Y-linked genetic disease|genetic diseases, Y-chromosome linked|Y-linked genetic diseases|Y-linked disease or disorder|disease or disorder, Y-linked|disease, Y-linked"	Y連鎖性疾患			
MONDO:0000429	autosomal genetic disease	autosomal hereditary disorder|autosomal inherited disease|autosomal inherited disorder	常染色体遺伝性疾患	常染色体性遺伝性疾患		
MONDO:0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	NK-T cell lymphoma|mature T-cell and natural killer cell lymphoma|mature T-cell and NK-cell non-Hodgkin lymphoma|mature T-cell non-Hodgkin's lymphoma|mature T-cell and NK-cell lymphoma|mature T-cell and NK-cell non-Hodgkin's lymphoma|peripheral T-cell lymphoma|mature T-and NK-cell lymphoma|PTCL|mature T-cell lymphoma	成熟T細胞性およびNK細胞性非ホジキンリンパ腫	成熟T細胞性およびNK細胞性非Hodgkinリンパ腫		
MONDO:0000432	lymphoplasmacytic lymphoma	"lymphoma, plasmacytic|lymphoplasmacytic lymphoma|Immunocytoma, lymphoplasmacytic type|lymphoplasmacytoid lymphoma|lymphoplasmacytic lymphoma (Waldenstrom macroglobulinemia)|lymphoma, lymphoplasmacytic, malignant"	リンパ形質細胞性リンパ腫			
MONDO:0000437	cerebellar ataxia	"spinocerebellar ataxia|cerebellar dysmetria|ataxia|cerebellar Ataxias|rare ataxia|ataxia, cerebellar|ataxias, cerebellar|cerebellar Dysmetrias|spinocerebellar Degeneration|ataxia syndrome"	小脳性運動失調	小脳性失調|小脳性失調症|小脳失調|小脳失調症|小脳性運動失調症		Orphanet:102002
MONDO:0000440	metabolic acidosis		代謝性アシドーシス			
MONDO:0000446	midface dysplasia		顔面中央部形成不全	顔面中央部形成異常|顔面中央部異形成		
MONDO:0000447	autosomal dominant polycystic liver disease	fibrocystic liver disease|congenital cystic liver disease|congenital hepatic cyst|PCLD|isolated polycystic liver disease|isolated congenital polycystic liver disease|polycystic liver disease|AD polycystic liver disease|ADPLD	常染色体優性多嚢胞性肝疾患	常染色体優性多のう胞性肝疾患	OMIMPS:174050	Orphanet:2924
MONDO:0000448	paraganglioma	chemodectoma|paragangliomas|tumour of paraganglion|tumor of the paraganglion|neoplasm of paraganglion|Paraganglionic tumour|tumor of paraganglion|tumour of the paraganglion|paraganglion tumor|paraganglion tumour|neoplasm of the paraganglion|paraganglion neoplasm|Paraganglionic neoplasm|paraganglioma|Paraganglionic tumor	傍神経節腫		OMIMPS:168000	
MONDO:0000450	secondary progressive multiple sclerosis	SPMS|secondary-progressive MS	二次性進行型多発性硬化症			
MONDO:0000451	primary progressive multiple sclerosis	PPMS|primary-progressive MS	一次性進行型多発性硬化症			
MONDO:0000452	progressive relapsing multiple sclerosis	progressive-relapsing MS|PRMS	進行性再発型多発性硬化症			
MONDO:0000453	short QT syndrome	familial short QT syndrome|ventricular arrhythmia associated with short QT syndrome|short QT syndrome	QT短縮症候群		OMIMPS:609620	Orphanet:51083
MONDO:0000455	cone dystrophy	stationary cone dystrophy|progressive cone dystrophy|retinal cone dystrophy|cone dystrophy	錐体ジストロフィー			Orphanet:1871
MONDO:0000456	cerebral creatine deficiency syndrome	creatine deficiency syndrome|CDS|CCDS|cerebral creatine deficiency syndrome	脳クレアチン欠乏症候群		OMIMPS:300352	Orphanet:79172
MONDO:0000457	classical glioblastoma	glioblastoma classical subtype|classical glioblastoma	古典的膠芽腫			
MONDO:0000458	proneural glioblastoma	glioblastoma proneural subtype|proneural glioblastoma	前神経系膠芽腫			
MONDO:0000459	mesenchymal glioblastoma	glioblastoma mesenchymal subtype|mesenchymal glioblastoma	間葉系膠芽腫			
MONDO:0000460	neural glioblastoma	glioblastoma neural subtype|neural glioblastoma	神経系膠芽腫			
MONDO:0000461	nutritional biotin deficiency	biotin deficiency|biotin deficiency disease|B7 deficiency|vitamine B7 deficiency	栄養性ビオチン欠乏症			
MONDO:0000462	eye adnexa disorder	disease of ocular adnexa|disorder of ocular adnexa|disease or disorder of ocular adnexa|ocular adnexa disease or disorder|ocular adnexa disease	眼付属器障害	眼付属器疾患		
MONDO:0000463	Ochoa syndrome		オチョア症候群	Ochoa 症候群|尿路・顔症候群	OMIMPS:236730	Orphanet:2704
MONDO:0000465	atrioventricular block	AVB|AV nodal block|atrioventricular block (disease)|atrioventricular block|AV block	房室ブロック			
MONDO:0000466	first-degree atrioventricular block	"first degree AV block|first degree atrioventricular block|atrioventricular block first degree|atrioventricular block, first degree|AV block first degree"	第1度房室ブロック	I度房室ブロック		
MONDO:0000467	second-degree atrioventricular block	"AV block second degree|second-degree heart block|second degree atrioventricular block|atrioventricular block second degree|atrioventricular block, second degree|second degree AV block"	第2度房室ブロック	II度房室ブロック		
MONDO:0000468	third-degree atrioventricular block	"atrioventricular block, third degree|complete heart block|third degree AV block|non-congenital complete atrioventricular block|complete atrioventricular block|third degree atrioventricular block|complete AV block|AV block third degree|atrioventricular block complete"	第3度房室ブロック	完全房室ブロック		
MONDO:0000469	sinoatrial node disorder	SA node|sinuatrial node|sinoatrial node disease or disorder|sinoatrial node disease|disease of sinoatrial node|disorder of sinoatrial node|disease or disorder of sinoatrial node	洞房結節障害	洞房結節疾患		
MONDO:0000470	endocardium disorder	endocardiopathy|disease or disorder of endocardium|disease of endocardium|endocardium disease or disorder|disorder of endocardium|endocardium disease|endocardial disease	心内膜障害	心内膜疾患		
MONDO:0000471	tricuspid valve disorder	rheumatic disease of tricuspid valve|rheumatic tricuspid valve disease|RH. tricuspid valve disease|disease of tricuspid valve|tricuspid disease|tricuspid valve disease|tricuspid valve disease or disorder|tricuspid valve disorder|disease or disorder of tricuspid valve|disorder of tricuspid valve	三尖弁障害	三尖弁疾患		
MONDO:0000473	arterial disorder	artery disease|arterial disease|artery disease or disorder|arterial disorder|disease or disorder of artery|disorder of artery|arteriopathy|disease of artery	動脈障害	動脈疾患		
MONDO:0000474	pericardium disorder	disease or disorder of pericardium|disorder of pericardium|disease of pericardium|pericardium disease or disorder|pericardium disease	心膜障害	心膜疾患		
MONDO:0000476	generalized dystonia	"Oppenheim Ziehen disease|Progressive torsion spasm|Oppenheim-Ziehen disease|Idiopathic torsion dystonias|dystonia musculorum deformans|torsion dystonia|idiopathic familial dystonia|familial dystonia|dystonias, torsion|childhood torsion disease|dystonia, Idiopathic torsion|torsion dystonia, Idiopathic|spasm, Progressive torsion|torsion disease, childhood|torsion disease of childhood|Idiopathic torsion dystonia|torsion spasm, Progressive|dystonia 12|idiopathic torsion dystonia|idiopathic non-familial dystonia|dystonia deformans musculorum|dystonias, Idiopathic torsion|symptomatic torsion dystonia|fragments of torsion dystonia|dystonia deformans progressiva|generalized isolated dystonia|generalised isolated dystonia"	全身性ジストニア			Orphanet:376724
